id,section,title,aspect,filename,intended_placement_on_site,prompt_brief,verdict_jp,verdict_colleague,reason_if_regen,notes,preview_path
92,§9 Domestic Interiors — Before and After,"Dressing room, before",4:5,interior-dressing-room.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",35mm.,,,,,_incoming-imagery/09-domestic-interiors/interior-dressing-room.jpg
93,§9 Domestic Interiors — Before and After,"Sitting room, 15:30",4:5,interior-sitting-afternoon.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",24mm.,,,,,_incoming-imagery/09-domestic-interiors/interior-sitting-afternoon.jpg
94,§9 Domestic Interiors — Before and After,"Study, 19:00",1:1,interior-study-lamplit.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.","50mm, f/2.",,,,,_incoming-imagery/09-domestic-interiors/interior-study-lamplit.jpg
95,§9 Domestic Interiors — Before and After,"Bedroom, first light",16:9,interior-bedroom-first-light.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",28mm.,,,,,_incoming-imagery/09-domestic-interiors/interior-bedroom-first-light.jpg
96,§9 Domestic Interiors — Before and After,"Bathroom, morning",4:5,interior-bathroom-morning.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",50mm.,,,,,_incoming-imagery/09-domestic-interiors/interior-bathroom-morning.jpg
97,§9 Domestic Interiors — Before and After,"Child's room, tidied",4:5,interior-children-room-empty.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",35mm.,,,,,_incoming-imagery/09-domestic-interiors/interior-children-room-empty.jpg
98,§9 Domestic Interiors — Before and After,"Pet basket, morning",1:1,interior-pet-basket.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",85mm.,,,,,_incoming-imagery/09-domestic-interiors/interior-pet-basket.jpg
99,§9 Domestic Interiors — Before and After,Quiet staff corridor,4:5,interior-staff-space.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",35mm.,,,,,_incoming-imagery/09-domestic-interiors/interior-staff-space.jpg
100,§9 Domestic Interiors — Before and After,"Kitchen, late return",4:5,interior-kitchen-late.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",50mm.,,,,,_incoming-imagery/09-domestic-interiors/interior-kitchen-late.jpg
101,§9 Domestic Interiors — Before and After,"Hallway, evening return",16:9,interior-hall-evening-return.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",28mm.,,,,,_incoming-imagery/09-domestic-interiors/interior-hall-evening-return.jpg
102,§9 Domestic Interiors — Before and After,"Shelf, fore-edges",1:1,interior-library-shelf.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",100mm macro.,,,,,_incoming-imagery/09-domestic-interiors/interior-library-shelf.jpg
103,§9 Domestic Interiors — Before and After,"Window seat, reading",4:5,interior-window-seat.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",50mm.,,,,,_incoming-imagery/09-domestic-interiors/interior-window-seat.jpg
104,§9 Domestic Interiors — Before and After,"Flowers, restrained",1:1,interior-flowers-restrained.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",85mm.,,,,,_incoming-imagery/09-domestic-interiors/interior-flowers-restrained.jpg
105,§9 Domestic Interiors — Before and After,"Stairs runner, morning",3:4,interior-stairs-runner.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",35mm.,,,,,_incoming-imagery/09-domestic-interiors/interior-stairs-runner.jpg
106,§10 Cabin Stills — Interior of the Aircraft,"Seat belt folded, ready",1:1,cabin-seat-belt-folded.jpg,Executive protection service — card + detail,85mm.,,,,,_incoming-imagery/10-cabin-stills/cabin-seat-belt-folded.jpg
107,§10 Cabin Stills — Interior of the Aircraft,"Oval window, cloud",4:5,cabin-window-soft-cloud.jpg,"Service detail pages hero (/services/:slug) | Home — Continuity proposition band, primary image",50mm.,,,,,_incoming-imagery/10-cabin-stills/cabin-window-soft-cloud.jpg
108,§10 Cabin Stills — Interior of the Aircraft,"Galley, ready",4:5,cabin-galley-detail.jpg,Services index hero — full bleed at top of /services | Contact — supporting editorial scene,35mm.,,,,,_incoming-imagery/10-cabin-stills/cabin-galley-detail.jpg
109,§10 Cabin Stills — Interior of the Aircraft,Cashmere throw in cabin,1:1,cabin-throw-still.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",100mm macro.,,,,,_incoming-imagery/10-cabin-stills/cabin-throw-still.jpg
110,§10 Cabin Stills — Interior of the Aircraft,Carafe on walnut table,1:1,cabin-water-carafe.jpg,Seasonal bank — disruption register,85mm.,,,,,_incoming-imagery/10-cabin-stills/cabin-water-carafe.jpg
111,§10 Cabin Stills — Interior of the Aircraft,"Reading lamp, mid-flight",4:5,cabin-reading-lamp.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",50mm.,,,,,_incoming-imagery/10-cabin-stills/cabin-reading-lamp.jpg
112,§10 Cabin Stills — Interior of the Aircraft,"Stateroom, turned down",16:9,cabin-stateroom-bed.jpg,Seasonal bank — returning home (used on Home closing band),28mm.,,,,,_incoming-imagery/10-cabin-stills/cabin-stateroom-bed.jpg
113,§10 Cabin Stills — Interior of the Aircraft,"Bulkhead, walnut",1:1,cabin-bulkhead-detail.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",100mm macro.,,,,,_incoming-imagery/10-cabin-stills/cabin-bulkhead-detail.jpg
114,§10 Cabin Stills — Interior of the Aircraft,"Member desk, mid-flight",16:9,cabin-laptop-tablet.jpg,Bespoke charter service — card + detail page,50mm.,,,,,_incoming-imagery/10-cabin-stills/cabin-laptop-tablet.jpg
115,§10 Cabin Stills — Interior of the Aircraft,"Galley detail, crew-set",1:1,cabin-crew-still.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",85mm.,,,,,_incoming-imagery/10-cabin-stills/cabin-crew-still.jpg
116,§10 Cabin Stills — Interior of the Aircraft,"Pet carrier, tucked",4:5,cabin-pet-carrier.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",35mm.,,,,,_incoming-imagery/10-cabin-stills/cabin-pet-carrier.jpg
117,§10 Cabin Stills — Interior of the Aircraft,Ski bag at threshold,16:9,cabin-skis-correct-scale.jpg,Destinations page hero — full bleed at top of /destinations | Group charter service — relocations equivalent,28mm.,,,,,_incoming-imagery/10-cabin-stills/cabin-skis-correct-scale.jpg
118,§10 Cabin Stills — Interior of the Aircraft,Mid-flight breakfast,3:4,cabin-breakfast-late.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",50mm.,,,,,_incoming-imagery/10-cabin-stills/cabin-breakfast-late.jpg
119,§11 Hands-only Vignettes and Human Fragments,"Hand on stone, lake",1:1,hand-stone-balustrade.jpg,About — team band,"85mm, f/2.",,,,,_incoming-imagery/11-hands-and-vignettes/hand-stone-balustrade.jpg
120,§11 Hands-only Vignettes and Human Fragments,Hand on brass rail,1:1,hand-brass-railing.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",100mm macro.,,,,,_incoming-imagery/11-hands-and-vignettes/hand-brass-railing.jpg
121,§11 Hands-only Vignettes and Human Fragments,Breath on glass,1:1,breath-cold-glass.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",135mm macro.,,,,,_incoming-imagery/11-hands-and-vignettes/breath-cold-glass.jpg
122,§11 Hands-only Vignettes and Human Fragments,Wool cuff on sill,1:1,cuff-sill.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",85mm.,,,,,_incoming-imagery/11-hands-and-vignettes/cuff-sill.jpg
123,§11 Hands-only Vignettes and Human Fragments,"Hands, folded linen",1:1,hands-folded-linen.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",100mm macro.,,,,,_incoming-imagery/11-hands-and-vignettes/hands-folded-linen.jpg
124,§11 Hands-only Vignettes and Human Fragments,Shoulder receding,16:9,shoulder-receding-hall.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",35mm.,,,,,_incoming-imagery/11-hands-and-vignettes/shoulder-receding-hall.jpg
125,§11 Hands-only Vignettes and Human Fragments,Hand at the car door,16:9,hand-at-car-door.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",50mm.,,,,,_incoming-imagery/11-hands-and-vignettes/hand-at-car-door.jpg
126,§11 Hands-only Vignettes and Human Fragments,"Profile, deeply out of focus",4:5,profile-out-of-focus.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.","85mm, f/1.",,,,,_incoming-imagery/11-hands-and-vignettes/profile-out-of-focus.jpg
127,§11 Hands-only Vignettes and Human Fragments,Silhouette in glass,4:5,reflected-silhouette.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",135mm.,,,,,_incoming-imagery/11-hands-and-vignettes/reflected-silhouette.jpg
128,§11 Hands-only Vignettes and Human Fragments,Hand on mooring rope,1:1,hand-harbour-rope.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",100mm macro.,,,,,_incoming-imagery/11-hands-and-vignettes/hand-harbour-rope.jpg
129,§11 Hands-only Vignettes and Human Fragments,"Forearm, alpine rail",1:1,forearm-railing-alpine.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",85mm.,,,,,_incoming-imagery/11-hands-and-vignettes/forearm-railing-alpine.jpg
130,§11 Hands-only Vignettes and Human Fragments,"Hand, porcelain cup",1:1,hand-porcelain-cup.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",100mm macro.,,,,,_incoming-imagery/11-hands-and-vignettes/hand-porcelain-cup.jpg
131,§11 Hands-only Vignettes and Human Fragments,"Back of head, rear seat",16:9,back-of-head-car.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",50mm.,,,,,_incoming-imagery/11-hands-and-vignettes/back-of-head-car.jpg
132,§11 Hands-only Vignettes and Human Fragments,Glove on timber,1:1,hand-alpine-glove.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",85mm.,,,,,_incoming-imagery/11-hands-and-vignettes/hand-alpine-glove.jpg
133,"§12 Textures, Ambient Light and Arrivals","Linen weave, close",1:1,texture-linen-weave.jpg,On-demand service — card + detail | About — small CALM-acronym vignette accent | Seasonal bank — autumn texture / cat-chair register,100mm macro.,,,,,_incoming-imagery/12-textures-ambient-arrivals/texture-linen-weave.jpg
134,"§12 Textures, Ambient Light and Arrivals","Walnut grain, lamplit",1:1,texture-walnut-grain.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",100mm macro.,,,,,_incoming-imagery/12-textures-ambient-arrivals/texture-walnut-grain.jpg
135,"§12 Textures, Ambient Light and Arrivals","Brass handle, worn",1:1,texture-brass-worn.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",135mm macro.,,,,,_incoming-imagery/12-textures-ambient-arrivals/texture-brass-worn.jpg
136,"§12 Textures, Ambient Light and Arrivals",Wide-board oak floor,3:4,texture-oak-floor.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",85mm.,,,,,_incoming-imagery/12-textures-ambient-arrivals/texture-oak-floor.jpg
137,"§12 Textures, Ambient Light and Arrivals",Alpine first light,21:9,ambient-alpine-first-light.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",50mm.,,,,,_incoming-imagery/12-textures-ambient-arrivals/ambient-alpine-first-light.jpg
138,"§12 Textures, Ambient Light and Arrivals",Mediterranean late sun,21:9,ambient-mediterranean-late.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",135mm.,,,,,_incoming-imagery/12-textures-ambient-arrivals/ambient-mediterranean-late.jpg
139,"§12 Textures, Ambient Light and Arrivals","London overcast, 07:30",16:9,ambient-london-overcast.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",28mm.,,,,,_incoming-imagery/12-textures-ambient-arrivals/ambient-london-overcast.jpg
140,"§12 Textures, Ambient Light and Arrivals",Lugano quay at dusk,16:9,ambient-lugano-dusk.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",85mm.,,,,,_incoming-imagery/12-textures-ambient-arrivals/ambient-lugano-dusk.jpg
141,"§12 Textures, Ambient Light and Arrivals","Car waiting, threshold",16:9,arrange-car-waiting.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",35mm.,,,,,_incoming-imagery/12-textures-ambient-arrivals/arrange-car-waiting.jpg
142,"§12 Textures, Ambient Light and Arrivals","Florist delivery, 07:00",1:1,arrange-florist-dawn.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",50mm.,,,,,_incoming-imagery/12-textures-ambient-arrivals/arrange-florist-dawn.jpg
143,"§12 Textures, Ambient Light and Arrivals","Garment bag, hall chair",4:5,arrange-garment-bag.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",35mm.,,,,,_incoming-imagery/12-textures-ambient-arrivals/arrange-garment-bag.jpg
144,"§12 Textures, Ambient Light and Arrivals","Concierge note, folded",1:1,arrange-concierge-note.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",100mm macro.,,,,,_incoming-imagery/12-textures-ambient-arrivals/arrange-concierge-note.jpg
145,"§12 Textures, Ambient Light and Arrivals","Arrival, sash rain",3:4,arrival-london-sash.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",85mm.,,,,,_incoming-imagery/12-textures-ambient-arrivals/arrival-london-sash.jpg
146,"§12 Textures, Ambient Light and Arrivals","Arrival, alpine porch",16:9,arrival-alpine-porch.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",35mm.,,,,,_incoming-imagery/12-textures-ambient-arrivals/arrival-alpine-porch.jpg
147,"§12 Textures, Ambient Light and Arrivals","Arrival, island door",4:5,arrival-island-door.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",50mm.,,,,,_incoming-imagery/12-textures-ambient-arrivals/arrival-island-door.jpg
148,"§12 Textures, Ambient Light and Arrivals","Mist on water, 06:45",21:9,ambient-mist-on-lake.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",135mm.,,,,,_incoming-imagery/12-textures-ambient-arrivals/ambient-mist-on-lake.jpg
149,"§12 Textures, Ambient Light and Arrivals","Candle, evening interior",1:1,ambient-candle-evening.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",100mm macro.,,,,,_incoming-imagery/12-textures-ambient-arrivals/ambient-candle-evening.jpg
150,"§12 Textures, Ambient Light and Arrivals","Cabin ready, night return",21:9,ambient-cabin-empty-ready.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",24mm.,,,,,_incoming-imagery/12-textures-ambient-arrivals/ambient-cabin-empty-ready.jpg
151,§13 Milan — the English-speaker city,"Linate FBO, first light",21:9,milan-linate-fbo-first-light.jpg,Three Cities — Milan (the strategic FBO shot) on Home,"28mm, 06:35.",,,,,_incoming-imagery/13-milan-english-speaker-city/milan-linate-fbo-first-light.jpg
152,§13 Milan — the English-speaker city,"Brera arcade, before the city",16:9,milan-brera-arcade-morning.jpg,About page hero — full bleed at top of /about | Seasonal bank — back-to-school register,"35mm, 07:10.",,,,,_incoming-imagery/13-milan-english-speaker-city/milan-brera-arcade-morning.jpg
153,§13 Milan — the English-speaker city,"Palazzo courtyard, sycamore shadow",3:4,milan-palazzo-courtyard.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",24mm.,,,,,_incoming-imagery/13-milan-english-speaker-city/milan-palazzo-courtyard.jpg
154,§13 Milan — the English-speaker city,"Lake Como villa terrace, 06:45",4:5,milan-lake-como-villa-terrace.jpg,"Home — Continuity proposition band, secondary / arrival side | Seasonal bank — Christmas table register",35mm.,,,,,_incoming-imagery/13-milan-english-speaker-city/milan-lake-como-villa-terrace.jpg
155,§13 Milan — the English-speaker city,"Quadrilatero d'Oro, late autumn dusk",16:9,milan-quadrilatero-dusk.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.","50mm, 17:40.",,,,,_incoming-imagery/13-milan-english-speaker-city/milan-quadrilatero-dusk.jpg
156,§13 Milan — the English-speaker city,"Navigli reflection, first light",21:9,milan-navigli-first-light.jpg,About — founding 2013 narrative band,"50mm, f/2.",,,,,_incoming-imagery/13-milan-english-speaker-city/milan-navigli-first-light.jpg
157,§13 Milan — the English-speaker city,"English kitchen, Italian shutters beyond",4:5,milan-english-kitchen-italian-window.jpg,Three Cities — Milan English-speaker register (paired with main Milan),"35mm, 08:00.",,,,,_incoming-imagery/13-milan-english-speaker-city/milan-english-kitchen-italian-window.jpg
158,§13 Milan — the English-speaker city,Mayfair-coded study with Linate haze,3:4,milan-mayfair-coded-study.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.","50mm, f/2.",,,,,_incoming-imagery/13-milan-english-speaker-city/milan-mayfair-coded-study.jpg
159,§13 Milan — the English-speaker city,"Tea things on Milan marble, 08:15",1:1,milan-tea-on-marble.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.","85mm, f/2.",,,,,_incoming-imagery/13-milan-english-speaker-city/milan-tea-on-marble.jpg
160,§13 Milan — the English-speaker city,"Walnut library, Como view at 16:00",16:9,milan-walnut-library-como-view.jpg,Membership service — member-residence register | About — household / architecture band,35mm.,,,,,_incoming-imagery/13-milan-english-speaker-city/milan-walnut-library-como-view.jpg
161,§13 Milan — the English-speaker city,"Dressing room, sash window, Milan",4:5,milan-dressing-room-italian-light.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",35mm.,,,,,_incoming-imagery/13-milan-english-speaker-city/milan-dressing-room-italian-light.jpg
162,§13 Milan — the English-speaker city,Como weekend kitchen — could be the Cotswolds,4:5,milan-como-weekend-kitchen.jpg,"Library reserve — in BRAND_IMAGES but not currently wired to a typed slot. Available for future use, secondary scenes, or replacement of a primary slot if J-P prefers.",28mm.,,,,,_incoming-imagery/13-milan-english-speaker-city/milan-como-weekend-kitchen.jpg
